ID,AGE,INCOME,SEX,MARRIED,OWNHOME,LOC,CLIMATE,FICO>=700
460031160,42,56,M,1,0,G,30,1
091373135,50,32,F,1,0,B,20,1
339649926,43,43,M,1,0,G,30,0
312123002,48,49,M,1,0,B,20,1
597431330,46,35,F,0,0,A,10,0
737495326,42,55,M,1,0,H,30,1
796333240,48,46,F,0,0,F,20,0
539248044,57,18,M,0,0,C,10,0
678226112,57,42,F,1,1,C,10,1
477120602,43,46,M,1,0,C,10,0
791378269,37,20,F,1,0,H,30,0
187730028,42,40,M,1,0,E,20,1
974882374,33,44,M,0,0,D,10,0
611030324,49,68,M,1,0,F,20,1
346203891,34,76,M,1,0,A,10,1
095022134,,,,,,F,20,
569313149,46,53,F,1,0,B,20,1
890030268,30,45,F,0,1,B,20,0
024647732,61,38,F,1,1,F,20,0
924313067,49,61,F,1,1,F,20,0
043346444,43,58,F,1,0,E,20,1
399590690,38,32,F,0,0,E,20,0
413383495,43,31,F,1,0,A,10,1
329631846,41,19,M,1,0,H,30,0
038724777,44,59,M,1,1,E,20,1
403278596,28,52,M,0,0,D,10,0
480818363,55,57,F,0,0,B,20,0
583841053,36,61,F,0,1,E,20,0
275995540,61,32,M,0,0,E,20,0
631698635,70,69,M,0,1,E,20,0
893515950,19,36,F,0,0,C,10,0
249181289,49,79,M,1,0,G,30,1
217371431,48,59,F,1,0,B,20,0
393874328,48,27,F,0,0,G,30,0
499700941,41,32,F,0,0,F,20,0
551956958,53,59,M,1,1,F,20,0
134837399,37,49,M,0,1,C,10,0
056676524,42,71,F,1,0,G,30,1
443859400,45,37,F,1,0,D,10,0
659302064,44,39,F,1,0,B,20,0
247223623,50,19,F,0,0,F,20,0
119536395,48,56,M,0,0,B,20,0
182505900,55,69,M,1,1,E,20,1
549544796,35,50,F,0,0,F,20,0
673655960,40,57,M,1,1,F,20,1
386634327,41,37,F,1,0,F,20,1
796656663,51,54,M,1,0,G,30,0
126249543,54,32,F,0,1,E,20,0
954183910,50,69,M,1,0,F,20,1
774744000,29,32,M,1,0,D,10,0
691736065,46,63,F,1,0,G,30,0
785012641,40,85,M,1,0,G,30,1
875745261,56,24,F,1,1,F,20,1
931682737,58,44,F,1,0,B,20,0
508212818,51,41,F,1,0,F,20,0
532416704,45,56,M,1,0,F,20,0
892707979,45,39,F,1,1,F,20,0
912285802,70,33,F,1,0,D,10,0
112753440,46,42,F,1,0,E,20,0
538015945,50,62,F,0,0,F,20,0
221539803,52,57,M,1,0,A,10,0
673770839,48,23,F,0,1,E,20,1
354574572,31,69,M,0,0,F,20,1
408106752,39,57,F,0,1,F,20,0
217753502,64,73,F,0,0,B,20,0
495046116,44,37,F,0,1,D,10,0
228806976,46,22,F,0,1,E,20,0
668579748,37,69,M,1,1,E,20,1
813326707,52,44,M,1,0,F,20,1
630055541,48,38,F,1,0,B,20,1
181769512,38,66,F,0,0,F,20,0
944123615,41,55,M,0,0,H,30,0
421010985,29,31,F,0,0,H,30,0
319512913,67,70,M,1,0,B,20,1
541230107,38,36,M,0,0,B,20,0
250930988,36,35,F,0,0,A,10,0
290452411,,,,,,G,30,
186516372,42,19,F,1,0,F,20,0
563391017,65,62,M,1,0,C,10,1
089653607,41,68,M,1,1,F,20,1
180922870,48,46,F,1,0,E,20,1
612788042,58,45,M,0,0,E,20,0
804109364,50,53,M,0,1,E,20,0
348401949,24,22,F,0,0,B,20,0
594456662,44,36,F,1,0,E,20,0
258265287,35,35,M,0,0,B,20,0
245251599,42,52,M,1,0,B,20,0
523893781,39,64,M,0,0,A,10,0
461617787,29,46,M,0,0,F,20,0
907178178,48,55,M,1,0,G,30,1
520189260,34,21,M,0,0,H,30,0
155869216,50,59,F,1,1,B,20,1
457280054,46,58,F,1,1,G,30,1
537947361,72,44,M,1,0,A,10,0
051947002,49,21,M,1,0,H,30,0
184235405,36,59,M,0,0,F,20,0
300993766,47,60,F,0,0,H,30,0
708835388,45,54,M,1,0,D,10,0
424314265,73,28,F,1,0,C,10,0
164133920,37,61,M,0,1,F,20,0
923838003,26,67,M,0,0,C,10,0
835999671,36,25,F,1,0,D,10,0
297167451,48,29,M,1,0,E,20,0
189308530,35,58,M,0,0,E,20,0
511939294,43,32,F,0,0,B,20,0
098135490,66,31,F,0,0,B,20,0
797436939,55,60,M,1,0,H,30,0
208549238,,,,,,H,30,
032414802,44,66,M,1,1,F,20,1
862842020,54,37,M,1,1,C,10,0
734891236,50,23,F,0,0,G,30,0
193637146,23,64,M,0,0,G,30,0
621896945,39,66,M,0,0,B,20,0
670366006,44,60,M,1,0,B,20,1
610873559,50,42,F,1,0,F,20,1
908461803,42,59,M,1,1,F,20,1
866885792,40,59,M,0,1,F,20,0
823528534,47,39,F,0,1,D,10,0
688680481,38,61,M,1,0,B,20,1
155845734,55,43,M,1,0,C,10,0
103883756,51,42,F,1,1,B,20,1
850856101,47,58,M,0,1,F,20,1
708974953,43,38,F,1,0,A,10,1
077278800,55,52,M,0,0,G,30,0
388279112,47,35,M,1,0,B,20,1
938010755,44,37,M,1,1,F,20,1
180541413,56,36,F,0,0,F,20,0
585829305,51,64,F,0,1,E,20,0
969327002,43,35,F,1,0,F,20,0
877710159,29,51,F,0,0,A,10,0
408788343,44,63,M,1,0,B,20,1
530737717,30,54,M,0,0,D,10,0
901509734,58,18,M,1,0,F,20,0
347175448,44,64,M,0,1,E,20,1
304797883,,,,,,E,20,
605371368,40,48,F,1,0,E,20,0
772252532,40,53,F,1,0,B,20,1
241480132,41,36,F,1,0,G,30,0
661310104,40,42,M,1,1,C,10,1
598634396,49,69,M,1,0,B,20,1
005527154,68,55,F,0,1,C,10,1
197248027,40,52,M,1,0,G,30,1
791950021,46,43,F,1,0,F,20,1
133037262,67,30,F,0,0,B,20,0
680794320,42,58,M,1,1,G,30,1
425931149,38,44,F,0,0,F,20,0
788760549,46,67,M,1,0,E,20,1
157050081,20,50,M,0,0,E,20,0
167127082,47,44,F,1,0,B,20,1
487582127,20,39,M,0,0,B,20,1
902537213,46,49,M,1,0,G,30,1
821068742,57,56,M,1,1,E,20,0
051604543,46,20,F,1,0,H,30,0
391793894,42,45,F,1,0,A,10,0
179127498,49,52,M,0,0,H,30,0
494**4317,41,57,F,0,0,A,10,1
888430557,54,47,F,1,0,F,20,1
690099980,36,59,F,0,1,F,20,0
588491686,39,61,F,1,0,F,20,1
524188119,39,57,M,0,0,C,10,0
423937667,37,54,F,1,0,A,10,0
645595869,31,43,F,0,0,F,20,0
275373590,31,51,M,0,0,G,30,0
562188731,45,56,M,1,1,G,30,1
125832984,44,30,M,1,0,F,20,0
827427677,43,57,M,0,0,D,10,0
806327713,55,54,M,0,0,B,20,0
778823118,41,53,M,1,0,H,30,1
808442478,33,28,M,0,0,A,10,0
179764732,40,43,M,0,0,F,20,0
653654358,48,66,F,1,0,H,30,1
180537774,46,64,F,1,0,E,20,1
715666636,51,59,M,1,1,H,30,1
862314941,41,37,F,1,0,E,20,0
294900804,40,54,F,1,1,G,30,1
266400672,50,65,M,0,1,F,20,1
980363983,26,63,M,1,0,A,10,1
517672275,57,47,F,1,0,B,20,0
082165672,39,40,M,0,0,C,10,0
775838808,44,51,F,1,0,G,30,0
007290983,44,18,F,1,0,H,30,0
764715591,51,35,M,0,1,C,10,0
204651747,56,20,F,1,0,B,20,0
505880584,37,55,F,0,0,E,20,0
012265508,54,51,F,0,0,H,30,0
726104414,53,62,M,1,0,G,30,1
537179659,58,53,F,1,0,H,30,0
184682723,35,54,M,0,0,G,30,1
544376997,21,61,M,0,0,E,20,0
295330647,,,,,,E,20,
656292513,40,69,M,1,0,B,20,1
618735980,51,34,F,1,1,G,30,1
184585705,18,20,F,0,1,G,30,0
104397195,51,65,F,1,0,E,20,0
403196239,,,,,,C,10,
897381575,60,60,F,1,0,B,20,0
809755999,67,65,F,1,1,E,20,1
774344050,38,38,M,0,0,C,10,0
098753672,49,60,M,1,1,E,20,1
744447194,49,35,M,1,0,B,20,1
744453028,55,56,F,0,0,B,20,0
333984660,48,33,M,1,1,B,20,0
519789953,52,28,F,1,1,E,20,0
500385316,42,59,M,1,1,F,20,1
749480021,39,40,F,0,0,E,20,1
085124383,49,59,F,0,1,G,30,1
060170375,50,59,F,1,1,F,20,0
712866843,52,38,F,1,1,D,10,1
835457437,44,32,M,1,0,E,20,1
993744735,38,62,M,0,0,B,20,0
807290561,58,73,F,1,0,B,20,0
624994171,55,71,M,1,1,B,20,1
783451986,41,58,M,1,1,B,20,1
498364885,43,61,M,0,1,E,20,0
166094735,35,26,M,0,0,B,20,0
852078148,38,59,M,0,0,H,30,0
967352349,40,46,F,1,1,F,20,0
864682992,37,61,M,0,1,A,10,0
080876033,38,72,M,0,0,H,30,1
357825612,47,22,F,1,1,F,20,1
350911353,44,53,F,1,0,G,30,1
592903684,36,38,F,0,1,B,20,0
790093617,29,54,F,0,0,F,20,0
786951429,57,26,F,1,1,F,20,0
841762297,57,34,F,0,0,B,20,0
965285275,40,23,F,1,0,H,30,0
643006003,38,60,M,0,1,E,20,1
971826065,46,46,M,1,0,F,20,1
836750681,68,60,M,1,0,F,20,0
285226358,44,62,F,0,1,E,20,1
831671149,21,51,F,0,0,C,10,1
662583566,19,50,M,1,0,F,20,0
859816748,47,57,M,1,1,F,20,0
962079563,42,24,M,1,0,B,20,0
738126177,50,17,F,0,1,H,30,0
730193364,28,34,M,0,0,H,30,0
469118552,32,33,M,0,0,F,20,0
046923077,48,57,M,1,1,E,20,1
960393833,59,40,F,0,0,B,20,0
239717353,44,36,F,1,0,B,20,1
453691643,64,48,F,1,0,H,30,0
1E3472212,48,38,M,1,1,D,10,1
190422847,28,60,M,1,1,B,20,0
897728267,58,54,F,1,0,B,20,0
083263468,44,51,M,1,0,F,20,1
913082436,36,52,F,0,1,B,20,0
112326443,38,24,M,0,0,B,20,0
515640209,39,37,F,0,0,E,20,0
472977375,61,70,F,1,0,B,20,1
641675798,47,73,F,1,0,A,10,1
624409306,,,,,,B,20,
079208590,37,63,F,0,1,E,20,0
103908057,54,69,F,1,0,A,10,1
538191040,49,61,M,1,0,G,30,0
516168605,46,27,F,1,1,E,20,1
317597727,48,52,F,1,1,G,30,1
272099211,35,51,M,0,0,F,20,0
158801972,57,59,M,1,0,H,30,0
354030227,35,53,F,1,1,C,10,0
164296225,38,19,F,1,0,B,20,0
655087323,45,63,M,1,0,E,20,1
090583480,37,54,F,0,0,H,30,0
203351333,44,28,F,0,1,C,10,0
470263816,45,57,F,1,0,E,20,0
777129336,38,21,M,0,0,D,10,0
106693166,37,52,M,0,0,H,30,0
672641495,41,53,M,1,0,H,30,0
182379101,55,65,M,1,0,B,20,1
587337379,48,48,M,1,0,E,20,1
241814991,39,67,M,0,1,E,20,1
131453481,38,33,F,0,0,A,10,0
647820282,39,32,F,0,0,E,20,0
664909345,56,57,M,1,1,E,20,1
025205053,,,,,,F,20,
663059099,43,50,F,1,0,F,20,1
577085218,47,57,M,1,1,F,20,1
227043666,46,40,F,1,0,B,20,0
604342343,37,17,F,0,0,H,30,0
266400773,51,62,F,1,0,E,20,0
166253563,38,57,M,1,0,B,20,1
158257821,40,61,F,0,0,E,20,1
389986733,47,58,M,1,0,D,10,1
374030153,31,56,F,0,1,F,20,0
049576303,20,27,M,0,0,F,20,0
549935266,44,50,M,1,0,F,20,1
908264815,53,30,F,1,1,F,20,0
933478122,57,20,F,1,1,H,30,0
940375479,46,64,M,0,0,B,20,1
193087690,39,63,M,0,0,D,10,1
894773152,48,63,M,1,0,G,30,0
046731135,48,52,M,0,1,H,30,1
654918237,21,71,F,0,0,E,20,1
099152416,50,70,M,1,0,B,20,1
632203387,51,64,F,1,0,B,20,0
555540403,41,55,M,1,0,G,30,1
816107376,55,75,M,1,0,B,20,1
180733609,34,50,F,0,0,H,30,0
763705894,26,61,F,1,0,F,20,1
641431689,34,56,F,1,0,E,20,1
863043621,51,32,F,1,0,B,20,0
145657396,53,45,M,1,0,E,20,0
010715412,36,77,F,0,0,B,20,0
017521213,42,42,M,1,0,E,20,1
747500130,47,36,M,1,0,D,10,1
298311985,18,70,F,1,1,F,20,1
861146254,32,63,F,0,0,F,20,0
096464544,62,43,F,1,0,D,10,0
936952308,29,70,M,0,0,D,10,1
352663048,42,75,M,0,1,F,20,1
546246845,38,17,F,0,0,H,30,0
145702064,57,77,M,1,0,B,20,1
053333600,44,32,F,1,0,B,20,0
605332738,64,52,M,1,1,B,20,0
759215529,38,21,M,0,1,B,20,0
992573339,,,,,,G,30,
788573484,45,61,M,1,0,H,30,1
589434059,36,38,F,0,0,F,20,0
989990124,43,69,M,1,0,F,20,1
201762848,,,,,,E,20,
731358880,43,27,M,1,0,B,20,1
141298668,41,69,M,0,0,D,10,1
047943461,,,,,,F,20,
144626465,31,50,F,0,0,H,30,0
934313772,33,52,M,0,0,G,30,1
225237941,58,60,M,0,1,E,20,0
419613447,26,38,F,0,1,H,30,1
221638639,30,19,F,1,1,D,10,0
622928315,60,53,F,0,1,D,10,0
189749622,49,23,F,0,1,E,20,0
769659775,63,31,F,1,0,B,20,0
399804835,44,70,F,1,0,B,20,1
166027598,33,31,M,0,0,B,20,0
229357082,44,25,F,1,1,F,20,1
897431248,50,69,M,0,1,F,20,1
977105038,54,65,F,1,0,D,10,0
141303367,35,37,M,0,0,C,10,0
216444465,39,64,M,0,1,H,30,1
755439335,50,40,F,0,1,E,20,0
363585336,43,42,M,1,0,F,20,0
274670307,43,64,M,1,1,E,20,1
351085999,49,36,M,1,0,F,20,1
372081324,54,56,M,1,0,B,20,0
957047476,51,67,M,1,0,G,30,1
040016948,50,34,M,1,0,A,10,1
751633635,45,23,M,1,0,G,30,1
926779690,49,53,M,1,0,G,30,1
938309247,,,,,,E,20,
653590653,63,36,F,0,0,A,10,0
571357906,27,30,F,0,0,H,30,0
362498413,39,25,F,0,0,H,30,0
650152862,62,38,M,1,1,E,20,0
455059887,44,46,M,1,0,F,20,0
591159656,40,65,M,1,1,F,20,1
513832742,36,38,F,0,0,F,20,0
849175946,40,38,M,1,1,H,30,1
657151521,41,42,F,0,0,D,10,0
683030445,55,77,F,0,0,G,30,1
426329797,55,59,F,1,0,E,20,0
730805573,34,57,F,0,0,E,20,0
080981750,39,51,M,0,0,B,20,1
484393001,66,35,M,1,0,E,20,0
116782240,23,26,F,0,0,A,10,0
098071023,35,60,M,0,0,G,30,0
601637489,51,24,F,1,0,E,20,0
889446824,47,38,M,0,1,E,20,0
104687261,,,,,,H,30,
109171519,34,43,F,0,0,E,20,0
345079462,44,21,F,1,0,B,20,0
059300005,42,49,F,1,1,H,30,1
046454650,27,17,F,0,1,E,20,0
939927473,55,27,F,1,1,B,20,1
953687638,60,54,M,1,1,E,20,0
476335268,42,88,M,1,0,B,20,1
923387926,34,33,F,1,0,E,20,0
622455635,33,62,F,0,1,E,20,0
536829021,30,28,F,0,1,D,10,0
152233315,19,22,M,1,0,B,20,0
017589077,37,59,M,0,1,B,20,0
447691327,50,17,F,1,0,H,30,1
466308967,36,49,M,0,0,G,30,0
311360309,39,60,M,0,1,E,20,1
727847703,52,39,F,1,0,B,20,0
604372706,53,34,M,1,0,B,20,1
955047827,41,35,F,1,1,G,30,1
323377598,47,65,M,0,1,F,20,0
838470993,50,41,M,1,0,E,20,0
507705530,49,58,M,1,0,B,20,1
186044782,51,62,M,1,1,F,20,0
827978025,32,67,M,0,0,D,10,0
492658117,39,57,F,0,0,G,30,0
764416840,58,70,M,1,0,B,20,0
596724172,43,44,M,1,0,D,10,1
283422595,38,46,M,0,0,F,20,0
543346700,42,66,F,0,0,F,20,1
163827867,37,70,M,0,0,B,20,0
879969297,49,61,F,1,0,E,20,1
015976301,40,24,F,1,0,H,30,0
169831336,44,61,M,1,1,E,20,1
139082653,39,40,F,0,0,F,20,0
540017505,47,49,M,1,0,H,30,1
019995980,50,60,M,1,0,F,20,1
564931067,47,32,M,1,0,B,20,0
764246626,36,57,M,0,1,A,10,1
849652079,47,51,M,0,0,A,10,0
151160846,47,48,F,0,0,E,20,1
376984035,43,54,F,1,0,G,30,1
114054122,66,64,M,1,0,E,20,0
279673918,49,39,F,1,0,E,20,0
223246199,44,58,F,1,1,H,30,1
939151359,34,67,M,0,1,E,20,1
972917892,62,55,M,1,0,G,30,0
661579221,43,51,M,1,0,H,30,1
526806531,47,59,M,0,1,F,20,1
320306733,21,59,M,0,0,C,10,1
224635907,44,54,F,1,0,E,20,0
778626168,40,52,F,1,0,F,20,0
161928491,36,33,F,0,1,D,10,0
453754771,48,55,M,1,0,E,20,1
673999034,44,36,F,0,0,D,10,0
408912408,48,72,M,0,0,E,20,1
164140154,46,59,M,1,0,C,10,1
422026362,,,,,,E,20,
253962539,60,50,F,1,0,F,20,1
910139171,33,39,F,0,0,A,10,0
952928254,29,61,F,0,1,F,20,1
783912297,34,41,F,0,1,G,30,1
867752546,43,36,F,0,0,F,20,0
240380361,32,76,M,0,0,F,20,0
270190124,,,,,,E,20,
044606533,40,53,F,1,0,E,20,0
820678610,30,31,M,0,0,E,20,0
574129559,46,46,F,1,0,E,20,1
010954430,46,45,M,1,0,B,20,1
386652126,40,46,F,1,1,B,20,1
803776529,35,52,M,0,0,E,20,1
204813381,55,31,M,1,0,B,20,1
181333882,52,27,F,0,0,B,20,0
234689045,49,40,F,1,0,F,20,0
604785869,53,55,M,1,0,B,20,0
372653931,23,46,M,0,0,E,20,0
789251577,58,29,F,1,1,D,10,0
582594729,33,67,M,0,0,F,20,0
439696357,50,57,F,1,0,F,20,0
470985840,38,41,M,1,1,E,20,0
690084296,38,71,F,0,0,G,30,0
708724719,44,43,F,1,0,E,20,0
604850531,46,61,F,1,1,E,20,1
269015432,55,53,M,1,0,H,30,0
052910385,57,41,F,0,0,F,20,0
136842271,28,53,M,0,0,B,20,1
919171086,28,63,F,0,0,G,30,0
1069801E4,46,69,M,1,0,E,20,1
693642050,48,38,F,1,0,F,20,1
274901111,43,17,F,1,1,G,30,1
045050296,50,35,F,1,1,E,20,1
671577312,53,56,M,1,0,B,20,0
118456722,40,49,F,0,1,B,20,0
580056019,39,33,F,1,1,B,20,1
001365475,25,65,M,0,1,B,20,0
464021726,39,48,M,0,0,E,20,1
951224641,37,20,F,0,0,H,30,0
177949031,33,37,M,0,1,E,20,0
272746561,18,17,M,0,0,F,20,0
569303138,40,50,M,0,0,G,30,0
663155199,31,63,M,0,0,B,20,0
743400557,50,59,M,0,0,A,10,1
748339317,38,32,M,0,0,E,20,0
567815238,37,34,M,0,0,A,10,0
844982756,44,51,M,1,0,F,20,1
969638688,64,61,M,1,0,G,30,0
833902964,44,61,M,1,1,F,20,1
856989834,,,,,,D,10,
731604756,37,77,M,0,0,B,20,0
525807543,34,54,M,0,0,E,20,0
841751207,62,28,M,1,0,D,10,0
979065358,49,51,M,1,1,B,20,1
947048092,35,29,M,0,0,A,10,0
844660596,43,40,M,1,1,D,10,1
670656360,44,53,M,1,0,F,20,0
718066796,49,66,M,0,0,B,20,0
111578699,46,79,F,1,0,F,20,1
793074240,37,60,F,1,0,F,20,0
543557991,55,28,F,0,1,E,20,0
196744395,22,17,M,0,0,A,10,0
892028418,35,52,M,0,0,H,30,0
822634618,39,56,M,0,1,E,20,1
578252314,55,66,M,1,0,B,20,0
667269136,34,52,M,0,0,C,10,0
891411597,28,29,F,0,0,F,20,0
656116232,43,38,M,1,0,C,10,0
426645828,52,29,F,1,0,B,20,0
349100336,38,66,M,0,0,C,10,1
936187153,38,66,M,0,1,F,20,1
070402770,33,30,F,0,0,E,20,0
566656549,47,32,M,1,0,B,20,1
655085316,53,20,F,1,0,G,30,0
205499868,63,67,M,0,0,B,20,0
477824807,49,53,F,1,0,G,30,1
769704814,48,29,F,1,0,E,20,0
860814816,41,30,M,1,0,A,10,1
620770461,55,47,F,1,0,F,20,0
171108770,,,,,,H,30,
776717142,40,51,F,1,0,B,20,1
342500552,18,50,M,0,0,B,20,0
102530472,44,66,M,0,0,B,20,0
724852477,72,21,F,1,1,C,10,0
718973462,45,68,M,0,1,F,20,1
149927005,50,31,F,1,1,G,30,1
158383464,34,43,F,1,1,B,20,1
137442593,44,26,M,1,0,F,20,0
720538703,52,42,F,1,0,E,20,0
887110623,52,44,F,0,0,E,20,0
656704428,48,63,F,1,0,G,30,1
219011605,45,33,F,1,1,F,20,1
007412666,46,18,F,0,0,H,30,0
969091861,24,41,F,1,0,H,30,1
233548255,42,54,M,1,1,D,10,1
586948670,40,22,F,1,0,H,30,0
056846014,59,46,F,1,0,A,10,0
524832450,44,33,M,1,0,B,20,0
401679397,41,68,M,1,0,E,20,0
854163881,46,60,F,1,1,E,20,1
961476751,,,,,,H,30,
313207491,42,62,M,0,1,F,20,1
537106585,34,31,F,0,0,F,20,0
425377864,44,59,M,1,0,B,20,1
188462702,39,61,M,0,1,F,20,1
005156005,32,56,F,0,0,H,30,1
661569065,53,56,F,1,1,B,20,0
519695632,45,35,M,1,1,C,10,1
727539675,53,37,F,1,0,E,20,0
688459071,50,59,M,1,0,D,10,0
840642433,49,56,M,1,0,A,10,0
146802183,29,48,M,0,0,E,20,0
422216449,41,62,F,1,0,E,20,1
255856069,44,69,F,1,0,F,20,1
928709334,31,64,F,0,1,F,20,0
660109317,30,64,F,0,1,D,10,0
877359229,44,42,M,0,0,E,20,0
388608463,36,28,F,0,0,G,30,0
992388855,38,77,M,0,0,B,20,1
931299009,45,52,M,0,0,A,10,1
172309662,60,55,F,1,0,B,20,1
481239226,46,76,F,1,0,B,20,1
684224147,42,68,F,1,1,E,20,1
213626409,34,57,M,0,1,F,20,0
042137411,42,58,F,1,1,E,20,1
126421692,43,51,M,0,0,G,30,0
357286257,39,62,M,0,0,B,20,0
031175605,48,59,M,1,1,E,20,1
189668815,42,31,M,1,0,C,10,1
973761117,49,16,M,1,0,E,20,0
500347057,34,49,F,0,1,A,10,0
320590630,32,24,F,0,0,A,10,0
910937640,44,23,F,0,1,F,20,1
021883306,48,44,F,1,0,B,20,0
491137807,46,42,F,0,0,E,20,0
749255586,51,65,M,1,1,E,20,0
207533116,32,60,F,0,1,F,20,1
234309760,32,35,F,0,0,B,20,0
430137095,39,35,F,0,0,E,20,0
487924781,64,56,M,1,0,F,20,0
261115447,48,62,M,1,1,E,20,1
146726458,43,48,M,1,0,C,10,1
994691216,66,25,M,1,0,D,10,0
899524963,50,44,M,0,0,D,10,0
979402728,49,25,F,1,0,B,20,0
237922884,49,26,F,1,1,F,20,0
352175997,44,57,M,1,0,B,20,1
681839897,34,29,M,0,0,B,20,0
957875303,37,61,M,0,1,E,20,1
287037773,35,38,F,0,0,E,20,0
037316876,53,45,F,1,0,C,10,0
059982627,57,33,M,1,0,B,20,0
617077943,31,58,M,0,0,H,30,0
936749784,54,58,M,1,0,F,20,1
280306858,41,63,F,0,0,F,20,0
472857084,36,64,M,0,1,E,20,1
368033724,30,51,M,0,0,F,20,0
844180551,61,44,M,1,0,F,20,0
609252176,,,,,,G,30,
467404202,41,38,F,1,0,H,30,0
909278183,35,51,F,0,0,F,20,0
325137770,42,40,F,0,0,F,20,0
712853087,50,24,F,1,1,F,20,1
408333118,52,49,M,0,0,H,30,0
079777325,38,58,M,0,1,F,20,1
884659912,29,52,F,0,0,E,20,0
036876979,45,41,F,1,0,E,20,1
789836344,38,59,M,0,0,G,30,0
919430288,55,30,M,1,0,E,20,0
602269102,41,17,F,1,0,G,30,0
569571013,52,52,F,1,0,H,30,1
246729474,42,67,F,1,1,F,20,1
677516286,32,30,M,0,0,D,10,0
453102791,44,65,F,1,1,G,30,1
138773362,38,60,M,0,1,F,20,0
665408266,21,53,M,0,0,B,20,0
471420961,41,55,M,1,1,F,20,1
881389307,49,26,F,1,1,B,20,1
283017335,57,66,M,0,1,G,30,1
315220012,22,66,F,1,1,H,30,1
782850149,48,54,M,1,0,G,30,0
478788934,57,61,M,1,1,B,20,0
825583909,43,46,M,1,0,F,20,0
752149584,44,79,M,1,1,H,30,1
656718713,44,38,F,1,1,B,20,1
780379060,54,68,M,0,1,F,20,1
718808395,43,36,F,1,0,F,20,0
348316669,40,69,F,1,1,E,20,1
330209671,41,55,M,1,0,H,30,0
850713914,40,40,M,1,0,A,10,1
759853838,37,59,M,0,0,D,10,0
762370767,55,39,F,1,0,B,20,0
225655684,45,44,M,1,1,E,20,0
370290998,36,35,F,0,0,F,20,0
912160796,48,20,F,0,1,H,30,1
021247938,41,33,F,1,0,E,20,0
860043780,49,68,M,1,1,F,20,1
244184996,35,44,F,0,0,B,20,0
965932106,33,69,F,0,0,E,20,1
761346025,44,62,M,1,1,E,20,1
880331547,50,35,F,1,0,E,20,1
430246962,67,35,M,1,1,F,20,0
089081767,39,63,M,0,1,E,20,1
498067036,44,18,F,0,1,H,30,1
323185399,35,21,F,0,0,G,30,0
079169449,37,24,F,0,0,E,20,0
550527675,65,16,F,0,1,D,10,0
456900291,29,69,M,1,0,B,20,0
888285259,34,39,F,0,1,C,10,0
528490023,48,60,F,1,1,E,20,0
199983346,33,70,M,0,0,E,20,1
127870309,45,44,F,1,1,F,20,1
325516190,75,29,F,1,0,A,10,0
972001566,47,68,M,1,0,A,10,1
204298385,45,60,M,1,1,E,20,1
085177859,54,48,M,1,0,F,20,0
661611716,47,36,F,1,0,B,20,1
387040646,49,18,F,1,0,H,30,1
843789148,34,59,F,0,1,G,30,0
367573364,40,55,F,1,0,E,20,0
717208589,36,39,M,0,1,D,10,0
710637621,31,29,M,0,1,B,20,0
866155727,45,36,F,1,0,E,20,1
823133481,55,16,F,1,0,H,30,0
279870583,37,52,M,0,0,H,30,0
162634779,53,33,F,1,0,B,20,0
592256845,50,20,M,1,0,F,20,1
491532130,46,51,M,1,0,G,30,1
875029683,40,57,M,1,0,G,30,1
612425685,37,30,M,0,0,A,10,0
077204030,40,40,M,1,1,E,20,1
349314090,60,68,M,1,0,A,10,0
765411843,51,35,F,1,1,F,20,0
178013039,43,26,F,1,1,F,20,1
190472185,47,50,F,1,0,E,20,0
951354907,33,64,M,0,1,E,20,0
371329230,46,34,M,0,0,B,20,0
536767519,50,48,M,1,0,B,20,1
459899272,39,70,M,0,1,E,20,1
756740006,42,32,M,0,0,F,20,0
842816457,51,53,M,0,0,H,30,0
871708440,37,21,F,0,0,A,10,0
066238988,54,49,M,1,0,E,20,0
655635529,47,55,F,1,1,C,10,1
613399511,28,67,M,0,0,F,20,1
824317566,33,44,F,0,0,A,10,0
337485079,36,19,F,0,0,H,30,0
854954501,58,22,F,1,1,E,20,1
904417255,45,37,F,1,0,F,20,1
767638303,57,41,F,0,0,B,20,0
995905636,24,64,M,0,0,E,20,0
922883645,73,28,M,1,1,B,20,0
823065359,41,54,M,0,0,H,30,1
189125131,38,26,F,0,1,H,30,0
202169685,62,64,M,1,1,F,20,0
122470409,40,41,M,1,0,C,10,0
480525992,42,65,M,1,0,D,10,1
582801971,38,67,F,0,0,B,20,0
430632225,45,59,M,1,1,E,20,1
766555940,35,54,F,0,0,H,30,0
879476224,43,22,F,1,0,G,30,1
866400219,33,23,F,0,1,E,20,0
147583267,32,66,M,0,0,B,20,1
844642387,40,30,M,1,0,F,20,1
825394835,,,,,,B,20,
313366271,40,65,M,1,0,F,20,1
803847719,31,50,M,0,0,H,30,0
976173038,55,32,M,1,0,B,20,0
849600322,41,67,M,1,0,B,20,0
758749371,49,22,M,1,0,H,30,0
879110256,51,51,F,1,0,E,20,0
429835445,50,23,F,1,1,F,20,0
072678883,42,77,M,0,0,F,20,0
047410168,45,35,F,1,0,F,20,1
105288625,19,39,F,0,0,B,20,0
409111522,69,54,M,0,1,F,20,1
002384317,55,35,F,1,0,F,20,1
864602703,43,22,M,1,0,B,20,0
735742619,43,39,F,1,0,F,20,1
092768717,57,30,M,0,0,E,20,0
201850847,52,55,M,0,0,B,20,0
