Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,UPB>Appraisal,median income ($),% of people in poverty,LoanValuetoAppraised
26,23200,80,683,N,3364,8469,245000,244900,0.397213,Active,non-default,OH,0,44160,10.8,0.094693878
29,108900,95,714,N,1439,3826,155000,144000,0.376111,Pay-off,non-default,CT,0,55970,8.8,0.702580645
33,162400,102,621,Y,1586,3945,135000,135000,0.402028,Active,non-default,MD,1,56763,8.6,1.202962963
37,88000,80,585,Y,1992,4333,120000,119900,0.459728,Active,non-default,OH,0,44160,10.8,0.733333333
34,134800,97,662,N,2640,6750,295000,295000,0.391111,Pay-off,non-default,CA,0,49894,13.2,0.456949153
37,121600,80,717,N,1464,3830,126000,126000,0.382245,Active,non-default,NC,0,39000,14.8,0.965079365
36,262899,100,638,N,732,1837,83000,83000,0.398476,Active,non-default,IL,1,45787,12.5,3.167457831
24,140108,92,731,N,1771,6088,220000,213000,0.2909,Pay-off,non-default,VA,0,53275,9.8,0.636854545
36,321755,102,645,N,984,5025,106000,100000,0.195833,Pay-off,non-default,NY,1,44228,14.4,3.035424528
32,199930,100,514,Y,654,2589,83000,79900,0.252607,Active,non-default,OH,1,44160,10.8,2.408795181
34,310000,97,731,Y,1943,5025,218000,216500,0.386691,Pay-off,non-default,CA,1,49894,13.2,1.422018349
37,35000,70,778,N,3003,8750,170000,164500,0.3432,Active,non-default,TX,0,41275,16.4,0.205882353
23,131800,99,684,Y,2002,4333,184000,184000,0.462036,Pay-off,non-default,FL,0,40171,12.3,0.716304348
27,128250,95,748,N,2942,5853,222000,221900,0.502648,Active,non-default,NY,0,44228,14.4,0.577702703
44,204250,95,756,N,911,1000,71000,63200,0.911,Active,non-default,OH,1,44160,10.8,2.876760563
29,166300,95,572,N,944,1993,84000,82297,0.473658,Active,non-default,IL,1,45787,12.5,1.979761905
41,195000,100,683,Y,2099,4333,199500,199500,0.484422,Active,non-default,TN,0,38550,14.9,0.977443609
37,130000,100,725,N,1879,4633,80000,79310,0.405569,Active,non-default,PA,1,44286,10.4,1.625
28,178200,90,593,Y,820,2858,89500,88000,0.286914,Pay-off,non-default,FL,1,40171,12.3,1.991061453
23,54900,100,591,Y,1588,3786,138000,137711,0.41944,Active,non-default,NC,0,39000,14.8,0.397826087
26,173750,95,666,N,1920,4656,149000,148500,0.412371,Active,non-default,FL,1,40171,12.3,1.166107383
37,305500,90,684,N,4739,8704,214000,214000,0.544462,Active,non-default,ID,1,42519,10.5,1.427570093
27,176000,99,678,N,760,2452,50000,50000,0.309951,Pay-off,non-default,PA,1,44286,10.4,3.52
30,198650,80,578,Y,800,2255,60000,60000,0.354767,Active,non-default,IN,1,43003,10.2,3.310833333
29,220900,95,732,N,878,2289,135000,134967,0.383574,Active,non-default,OR,1,42617,11.7,1.636296296
26,276608,102,735,N,3382,5025,186000,191900,0.673077,Pay-off,non-default,FL,1,40171,12.3,1.487139785
41,77615,95,743,N,1336,5900,203000,203000,0.226441,Pay-off,non-default,CA,0,49894,13.2,0.382339901
24,123500,95,674,N,3120,6328,188000,178000,0.493047,Active,non-default,TN,0,38550,14.9,0.656914894
37,256350,80,521,Y,4875,9042,189000,180000,0.539151,Active,non-default,GA,1,43217,12,1.356349206
55,61000,86,694,Y,2713,8476,282000,272500,0.32008,Pay-off,non-default,VA,0,53275,9.8,0.216312057
37,157000,100,666,N,2164,4250,174000,174000,0.509176,Active,non-default,VA,0,53275,9.8,0.902298851
34,71900,100,573,N,5091,6933,237000,237000,0.734314,Pay-off,non-default,MD,0,56763,8.6,0.303375527
37,104000,100,659,N,709,2819,118000,116000,0.251508,Active,non-default,AL,0,38111,15.5,0.881355932
37,188000,80,670,Y,1895,3333,174000,173484,0.568557,Pay-off,non-default,FL,1,40171,12.3,1.08045977
23,51650,95,803,N,1373,6250,184000,180000,0.21968,Active,non-default,MS,0,33659,17.7,0.280706522
47,107100,90,720,Y,2764,4621,123000,121000,0.598139,Pay-off,non-default,IN,0,43003,10.2,0.870731707
29,143500,97,655,N,1732,5208,156000,156000,0.332565,Active,non-default,WI,0,47220,10.2,0.919871795
37,60000,100,736,Y,1597,2690,125549,85000,0.59368,Active,non-default,PA,0,44286,10.4,0.477901059
48,75000,100,682,N,0,5904,185000,75000,0,Pay-off,non-default,AZ,0,42590,13.8,0.405405405
34,144000,90,686,N,6272,13072,341000,340363,0.479804,Pay-off,non-default,IL,0,45787,12.5,0.42228739
37,101507,90,696,Y,2162,5387,245000,245000,0.401337,Pay-off,non-default,CA,0,49894,13.2,0.414314286
43,123500,94,772,N,2746,6599,260000,259900,0.416124,Active,non-default,CA,0,49894,13.2,0.475
36,226000,95,629,Y,1627,3628,85000,85000,0.448456,Pay-off,non-default,NC,1,39000,14.8,2.658823529
32,37000,88,631,N,0,7256,250000,249900,0,Pay-off,non-default,FL,0,40171,12.3,0.148
31,93750,75,728,N,3867,14513,350000,350000,0.266451,Active,non-default,MD,0,56763,8.6,0.267857143
36,230932,80,695,Y,1434,2720,145000,145000,0.527206,Active,non-default,FL,1,40171,12.3,1.592634483
37,192141,90,639,Y,601,1821,81000,85000,0.330038,Active,non-default,IN,1,43003,10.2,2.372111111
27,126950,97,681,N,1259,4960,200000,126950,0.253831,Pay-off,non-default,CA,0,49894,13.2,0.63475
34,240900,100,649,N,0,5025,227000,227000,0,Active,non-default,OH,1,44160,10.8,1.06123348
37,142800,85,657,N,1399,2371,140000,139900,0.590046,Pay-off,non-default,VA,1,53275,9.8,1.02
29,111500,100,766,N,2185,6387,140000,137450,0.342101,Active,non-default,FL,0,40171,12.3,0.796428571
28,40000,100,672,N,2641,7254,198000,197094,0.364075,Active,non-default,GA,0,43217,12,0.202020202
42,89000,100,672,Y,2184,4920,164000,163289,0.443902,Pay-off,non-default,NC,0,39000,14.8,0.542682927
34,109200,80,736,N,3482,6331,320000,320000,0.549992,Pay-off,non-default,CA,0,49894,13.2,0.34125
46,187775,102,654,Y,798,2805,88000,84000,0.284492,Active,non-default,FL,1,40171,12.3,2.133806818
46,77000,100,645,Y,1585,3761,124000,123500,0.42143,Active,non-default,IL,0,45787,12.5,0.620967742
37,75000,100,730,N,2037,7124,164000,164000,0.285935,Active,non-default,WI,0,47220,10.2,0.457317073
22,47000,100,602,Y,2342,7500,345000,295900,0.312267,Active,non-default,NJ,0,56772,8.2,0.136231884
28,211432,95,683,N,751,1355,46800,45000,0.554244,Active,non-default,MS,1,33659,17.7,4.517777778
47,224500,74,675,N,664,2496,35000,35000,0.266026,Active,non-default,PA,1,44286,10.4,6.414285714
37,197000,100,806,N,2220,5175,231000,229950,0.428986,Active,non-default,VA,0,53275,9.8,0.852813853
45,97500,80,599,Y,1351,2666,96000,75500,0.506752,Active,non-default,TX,1,41275,16.4,1.015625
55,170000,100,764,N,2004,5145,272000,272000,0.389504,Active,non-default,NJ,0,56772,8.2,0.625
54,82450,96,731,Y,1627,4131,146000,146000,0.393851,Active,non-default,FL,0,40171,12.3,0.564726027
22,82800,80,778,N,2452,5025,303000,300000,0.487991,Pay-off,non-default,MA,0,52354,9.8,0.273267327
54,104800,100,685,N,1950,7896,335000,335000,0.24696,Active,non-default,CA,0,49894,13.2,0.312835821
56,114450,97,770,N,1293,5949,165000,165000,0.217347,Active,non-default,MD,0,56763,8.6,0.693636364
32,84900,100,748,N,4019,7321,238500,238465,0.548969,Active,non-default,KY,0,37396,15.4,0.355974843
34,210000,100,751,Y,2149,4667,165000,165000,0.460467,Active,non-default,IL,1,45787,12.5,1.272727273
31,117100,97,744,Y,3151,5433,185000,183090,0.579974,Active,non-default,NC,0,39000,14.8,0.632972973
35,139562,102,709,N,907,3930,123000,122065,0.230789,Active,non-default,TX,1,41275,16.4,1.134650407
37,158400,80,607,N,2014,4999,180000,179000,0.402881,Pay-off,non-default,TN,0,38550,14.9,0.88
50,150350,97,630,N,1314,3666,107500,107500,0.358429,Pay-off,non-default,MO,1,43988,10.9,1.398604651
30,184050,100,645,N,401,1734,75347,75347,0.231257,Pay-off,non-default,MO,1,43988,10.9,2.442698449
35,140700,95,647,N,2043,4234,124001,124001,0.482522,Pay-off,non-default,FL,1,40171,12.3,1.134668269
47,60200,100,680,N,1648,4812,180000,159500,0.342477,Active,non-default,MI,0,44476,12.1,0.334444444
55,205875,90,696,Y,3791,10276,138000,136605,0.368918,Active,non-default,TX,1,41275,16.4,1.491847826
36,170905,95,716,N,546,1000,75500,70250,0.546,Pay-off,non-default,ID,1,42519,10.5,2.263642384
55,238450,95,623,N,3548,10255,275000,271000,0.345978,Pay-off,non-default,WA,0,48688,11.7,0.867090909
22,136000,90,642,N,1278,4819,154000,151089,0.2652,Active,non-default,GA,0,43217,12,0.883116883
56,140000,80,785,N,1740,10208,415000,411370,0.170455,Active,non-default,PA,0,44286,10.4,0.337349398
37,344000,80,781,N,3657,9258,235000,230000,0.39501,Active,non-default,SC,1,39326,14,1.463829787
25,172000,100,667,Y,2012,4862,172000,171804,0.413821,Pay-off,non-default,GA,0,43217,12,1
37,528000,80,636,N,0,5025,162000,162000,0,Pay-off,non-default,CA,1,49894,13.2,3.259259259
60,311581,95,692,N,0,5025,148000,147900,0,Pay-off,non-default,WA,1,48688,11.7,2.105277027
26,137300,80,648,N,1748,4126,172400,172400,0.423655,Active,non-default,OH,0,44160,10.8,0.796403712
38,111000,98,691,N,1281,6435,179000,175000,0.199068,Pay-off,non-default,FL,0,40171,12.3,0.620111732
28,104000,100,782,N,2069,3700,130000,125000,0.559189,Active,non-default,VA,0,53275,9.8,0.8
34,67803,97,727,N,1246,5500,200000,200000,0.226545,Pay-off,non-default,CA,0,49894,13.2,0.339015
43,125000,84,704,Y,1527,3596,68000,62000,0.424638,Active,non-default,MI,1,44476,12.1,1.838235294
25,118000,85,668,N,1693,5500,236000,118000,0.307818,Pay-off,non-default,CA,0,49894,13.2,0.5
37,218025,95,756,N,1512,3479,135000,132000,0.434608,Pay-off,non-default,IL,1,45787,12.5,1.615
38,146450,97,639,N,2267,4122,155000,154416,0.549976,Active,non-default,TX,0,41275,16.4,0.94483871
37,89000,100,626,N,0,6496,327000,327000,0,Active,non-default,CA,0,49894,13.2,0.272171254
49,101000,100,781,N,1864,5008,118000,118000,0.372204,Pay-off,non-default,MI,0,44476,12.1,0.855932203
38,180000,80,643,Y,762,1982,68500,68500,0.38446,Active,non-default,IA,1,43042,9.7,2.627737226
35,181730,100,732,Y,1145,2397,95000,95000,0.47768,Pay-off,non-default,AZ,1,42590,13.8,1.912947368
24,180400,97,650,Y,1473,3703,120000,120000,0.397786,Active,non-default,VA,1,53275,9.8,1.503333333
37,95600,80,717,N,1248,3750,128900,128900,0.3328,Active,non-default,GA,0,43217,12,0.741660202
51,65600,79,742,N,502,5025,92000,78500,0.099907,Pay-off,non-default,MT,0,35201,14.3,0.713043478
31,220000,100,653,Y,1256,2363,107000,106900,0.531528,Active,non-default,GA,1,43217,12,2.056074766
47,82400,100,639,N,3099,6608,232000,230000,0.468977,Active,non-default,IA,0,43042,9.7,0.355172414
30,224200,95,699,Y,3665,5025,190000,190000,0.729399,Pay-off,non-default,NJ,1,56772,8.2,1.18
34,126773,102,785,N,1248,2600,103000,86600,0.48,Pay-off,non-default,KY,1,37396,15.4,1.230805825
22,82650,95,781,N,3260,8083,160000,143014,0.403316,Active,non-default,CO,0,51022,9.8,0.5165625
19,80000,100,702,N,1866,5581,164000,164000,0.334349,Pay-off,non-default,AZ,0,42590,13.8,0.487804878
31,87150,95,723,Y,1482,4167,134000,133500,0.355652,Pay-off,non-default,FL,0,40171,12.3,0.650373134
28,93000,100,623,Y,1135,2562,135000,132768,0.443013,Active,non-default,NC,0,39000,14.8,0.688888889
37,261250,95,788,Y,1001,3583,92500,92000,0.279375,Pay-off,non-default,KS,1,43725,10.7,2.824324324
67,45500,70,725,N,5032,8536,296500,296410,0.589503,Active,non-default,WA,0,48688,11.7,0.153456998
28,70000,100,750,N,0,5929,325000,325000,0,Active,non-default,NY,0,44228,14.4,0.215384615
29,86000,100,641,N,2090,6062,268000,267900,0.344771,Active,non-default,TN,0,38550,14.9,0.320895522
37,279200,80,624,N,3510,9267,322000,317000,0.378763,Pay-off,non-default,VA,0,53275,9.8,0.867080745
33,255800,100,621,Y,1933,5025,129000,126000,0.384701,Pay-off,non-default,FL,1,40171,12.3,1.982945736
22,175000,100,792,N,1186,5000,115000,115000,0.2372,Active,non-default,CO,1,51022,9.8,1.52173913
37,180000,80,696,N,0,5025,122000,122000,0,Active,non-default,NJ,1,56772,8.2,1.475409836
36,113400,100,730,N,1125,2850,75000,74900,0.394737,Active,non-default,TN,1,38550,14.9,1.512
37,155000,86,660,Y,881,2692,95000,81900,0.327266,Active,non-default,IL,1,45787,12.5,1.631578947
43,83700,98,758,N,2062,6549,325600,315000,0.314857,Pay-off,non-default,NY,0,44228,14.4,0.257063882
55,233900,90,683,N,0,5025,243000,242560,0,Pay-off,non-default,IL,0,45787,12.5,0.96255144
39,51000,100,677,N,0,5500,87500,87500,0,Pay-off,non-default,FL,0,40171,12.3,0.582857143
24,70034,97,770,N,2217,8356,265000,259800,0.265318,Pay-off,non-default,CA,0,49894,13.2,0.264279245
49,178400,80,660,Y,1300,3640,149500,149500,0.357143,Pay-off,non-default,CA,1,49894,13.2,1.193311037
45,142000,88,671,N,1125,6100,122000,122000,0.184426,Active,non-default,IL,1,45787,12.5,1.163934426
29,263200,80,716,Y,982,5025,69000,67000,0.195435,Active,non-default,FL,1,40171,12.3,3.814492754
29,244150,95,686,N,942,2364,74500,72500,0.398477,Pay-off,non-default,IL,1,45787,12.5,3.277181208
43,59900,100,726,N,2598,6933,157500,155000,0.37473,Active,non-default,MI,0,44476,12.1,0.38031746
32,115900,95,679,N,2175,5453,154000,150222,0.398863,Pay-off,non-default,KY,0,37396,15.4,0.752597403
41,298300,95,668,N,2861,11853,236000,234500,0.241373,Active,non-default,TX,1,41275,16.4,1.263983051
70,139410,90,726,N,2904,7055,236000,236000,0.411623,Active,non-default,WA,0,48688,11.7,0.590720339
41,49500,99,717,N,3316,7722,239000,233000,0.429422,Pay-off,non-default,VA,0,53275,9.8,0.207112971
23,86500,100,659,N,1053,2800,120000,119000,0.376071,Active,non-default,LA,0,35523,17,0.720833333
37,130550,75,714,N,1990,8636,260000,260000,0.230431,Pay-off,non-default,CO,0,51022,9.8,0.502115385
31,118755,102,737,Y,1708,3000,190000,190000,0.569333,Active,non-default,HI,0,53123,9.7,0.625026316
35,103920,80,578,Y,1486,4022,126000,125670,0.369468,Active,non-default,OH,0,44160,10.8,0.824761905
37,208075,102,633,Y,473,1413,57000,53560,0.334749,Active,non-default,PA,1,44286,10.4,3.650438596
19,169100,95,712,N,1949,6445,164000,150000,0.302405,Pay-off,non-default,VA,1,53275,9.8,1.031097561
28,111400,100,702,N,2181,7666,235000,233549,0.284503,Pay-off,non-default,NV,0,46984,10.2,0.474042553
37,78500,100,713,N,2762,6531,290000,290000,0.422906,Active,non-default,IL,0,45787,12.5,0.270689655
37,155500,80,634,N,3585,9400,206000,200000,0.381383,Pay-off,non-default,AZ,0,42590,13.8,0.754854369
30,126825,95,797,Y,2032,4977,142000,141110,0.408278,Pay-off,non-default,MN,0,55914,7,0.893133803
50,72200,95,673,N,739,3582,85000,72200,0.206309,Pay-off,non-default,CA,0,49894,13.2,0.849411765
36,218000,100,770,N,1252,4363,139000,139000,0.286959,Pay-off,non-default,NC,1,39000,14.8,1.568345324
37,267900,100,688,N,1329,2786,86001,86001,0.477028,Active,non-default,MO,1,43988,10.9,3.115080057
37,136800,90,726,N,2694,4125,145000,139000,0.653091,Pay-off,non-default,CT,0,55970,8.8,0.943448276
37,322700,94,694,Y,2553,5480,265000,265000,0.465876,Pay-off,non-default,VA,1,53275,9.8,1.217735849
51,90720,80,749,N,3420,10417,242500,238000,0.328309,Active,non-default,TX,0,41275,16.4,0.374103093
37,124150,100,633,N,0,3485,108000,108000,0,Active,non-default,TN,1,38550,14.9,1.149537037
38,148500,90,684,N,2054,12080,305000,148500,0.170033,Pay-off,non-default,CA,0,49894,13.2,0.486885246
37,131840,80,622,N,1005,2833,82000,78000,0.354748,Active,non-default,MO,1,43988,10.9,1.607804878
39,460000,80,684,Y,0,5025,339900,339900,0,Active,non-default,NJ,1,56772,8.2,1.353339217
46,326700,90,805,N,2486,4625,184000,183900,0.537514,Active,non-default,TN,1,38550,14.9,1.775543478
37,63650,95,680,N,2614,6276,296000,295014,0.416507,Active,non-default,CA,0,49894,13.2,0.215033784
37,190000,100,587,N,977,2080,132000,129740,0.469712,Active,non-default,GA,1,43217,12,1.439393939
68,57600,90,669,N,1907,8400,205000,205000,0.227024,Pay-off,non-default,CA,0,49894,13.2,0.28097561
36,40850,95,662,N,3134,6620,220000,215000,0.473414,Active,non-default,IL,0,45787,12.5,0.185681818
76,165900,100,738,N,2372,6845,179000,179000,0.34653,Active,non-default,PA,0,44286,10.4,0.926815642
30,151133,102,736,Y,1833,3062,120000,119000,0.598628,Pay-off,non-default,FL,1,40171,12.3,1.259441667
37,148000,88,605,Y,1483,2814,195000,195000,0.527008,Active,non-default,GA,0,43217,12,0.758974359
42,145900,100,636,Y,2334,6500,205000,175000,0.359077,Pay-off,non-default,FL,0,40171,12.3,0.711707317
27,171000,100,669,N,924,3201,134500,134450,0.28866,Active,non-default,TX,1,41275,16.4,1.271375465
35,115000,100,728,Y,2170,7208,221000,220293,0.301054,Pay-off,non-default,OH,0,44160,10.8,0.520361991
50,153898,92,646,Y,988,2275,65000,65000,0.434286,Pay-off,non-default,PA,1,44286,10.4,2.367661538
37,189000,90,661,Y,635,1967,56500,56000,0.322827,Active,non-default,KS,1,43725,10.7,3.345132743
26,118900,100,612,N,2699,6428,169000,159900,0.419882,Pay-off,non-default,MI,0,44476,12.1,0.703550296
50,92000,80,714,N,1401,3492,109500,109000,0.401203,Pay-off,non-default,KY,0,37396,15.4,0.840182648
47,128700,90,695,Y,1450,1500,145000,152000,0.966667,Active,non-default,FL,0,40171,12.3,0.887586207
23,139500,100,690,Y,2369,4375,245000,231750,0.541486,Pay-off,non-default,FL,0,40171,12.3,0.569387755
53,80000,77,726,N,2694,6544,363000,363000,0.411675,Pay-off,non-default,CA,0,49894,13.2,0.220385675
25,49000,100,723,N,2575,7916,195000,194500,0.325291,Active,non-default,CO,0,51022,9.8,0.251282051
48,208900,95,765,N,1457,5026,153000,152500,0.289893,Active,non-default,CO,1,51022,9.8,1.365359477
36,291664,95,661,N,2018,3250,65000,64000,0.620923,Active,non-default,AL,1,38111,15.5,4.487138462
23,113900,100,692,N,2212,7100,151000,150344,0.311549,Active,non-default,TX,0,41275,16.4,0.754304636
26,161000,97,783,N,2537,3250,155000,155000,0.780615,Active,non-default,MD,1,56763,8.6,1.038709677
46,123000,100,628,N,2878,5000,174000,174000,0.5756,Active,non-default,TX,0,41275,16.4,0.706896552
43,152067,102,635,N,1996,4240,210000,209900,0.470755,Pay-off,non-default,IL,0,45787,12.5,0.724128571
28,91350,102,752,N,1938,5417,144000,143222,0.357763,Pay-off,non-default,CT,0,55970,8.8,0.634375
37,128328,100,560,N,2694,6741,240000,237000,0.399644,Active,non-default,IL,0,45787,12.5,0.5347
23,78000,100,806,N,1995,6006,53000,51750,0.332168,Active,non-default,TX,1,41275,16.4,1.471698113
36,290400,80,718,N,1476,3500,137500,137500,0.421714,Active,non-default,MD,1,56763,8.6,2.112
38,130950,97,753,Y,1701,4736,186000,180000,0.359164,Active,non-default,NH,0,57352,5.7,0.704032258
50,193230,95,583,N,1744,4119,167000,166391,0.423404,Active,non-default,GA,1,43217,12,1.157065868
44,147053,99,629,N,2066,6113,134000,133413,0.337968,Active,non-default,GA,1,43217,12,1.097410448
44,105750,90,737,Y,1648,6647,174000,172500,0.247931,Active,non-default,IN,0,43003,10.2,0.607758621
32,187729,95,647,N,847,2050,62000,64400,0.413171,Pay-off,non-default,VA,1,53275,9.8,3.027887097
29,132000,100,712,N,1221,3196,136000,135000,0.38204,Active,non-default,NC,0,39000,14.8,0.970588235
33,176000,77,659,N,1069,3351,123000,120400,0.319009,Pay-off,non-default,GA,1,43217,12,1.430894309
40,32205,95,752,N,3651,8419,380000,380000,0.433662,Active,non-default,FL,0,40171,12.3,0.08475
25,56700,100,683,N,622,5500,85000,85000,0.113091,Pay-off,non-default,CA,0,49894,13.2,0.667058824
42,259560,80,657,Y,915,2415,85020,85020,0.378882,Active,non-default,FL,1,40171,12.3,3.052928723
33,54150,95,748,N,1551,6892,164500,164400,0.225044,Pay-off,non-default,MI,0,44476,12.1,0.329179331
46,200600,100,669,N,1995,2440,115000,113500,0.817623,Pay-off,non-default,TX,1,41275,16.4,1.744347826
48,120000,80,785,Y,825,2625,132000,126000,0.314286,Active,non-default,NC,0,39000,14.8,0.909090909
33,111700,80,687,N,1482,2667,155000,155000,0.555681,Pay-off,non-default,VA,0,53275,9.8,0.720645161
41,76400,75,792,N,2438,11761,415000,400000,0.207295,Active,non-default,CA,0,49894,13.2,0.184096386
34,122000,100,781,N,1423,4563,189000,186902,0.311856,Pay-off,non-default,IN,0,43003,10.2,0.645502646
46,157770,100,538,Y,2461,4093,165000,163500,0.60127,Pay-off,non-default,IL,0,45787,12.5,0.956181818
28,166000,100,656,N,940,1626,115000,109900,0.578106,Active,non-default,FL,1,40171,12.3,1.443478261
34,201000,100,785,N,1496,4217,270000,259900,0.354755,Active,non-default,VA,0,53275,9.8,0.744444444
64,50773,96,678,N,3097,7125,423000,423000,0.434667,Active,non-default,MA,0,52354,9.8,0.120030733
33,181880,83,608,N,1226,3234,111000,109300,0.379097,Pay-off,non-default,IL,1,45787,12.5,1.638558559
45,140950,100,687,N,1920,6249,214000,212000,0.307249,Active,non-default,GA,0,43217,12,0.65864486
43,156500,95,666,N,2557,5400,265000,260000,0.473519,Pay-off,non-default,VA,0,53275,9.8,0.590566038
45,225000,90,586,N,1455,2847,121000,117447,0.511064,Active,non-default,MD,1,56763,8.6,1.859504132
37,195000,87,638,N,2889,9454,295810,296500,0.305585,Active,non-default,OH,0,44160,10.8,0.659206923
52,252000,90,616,Y,1441,3592,201000,200000,0.401169,Pay-off,non-default,MD,1,56763,8.6,1.253731343
27,123500,95,668,Y,3709,6744,156000,156000,0.54997,Active,non-default,FL,0,40171,12.3,0.791666667
38,255000,100,665,N,0,5025,129000,128169,0,Pay-off,non-default,NV,1,46984,10.2,1.976744186
50,140000,100,655,Y,1661,3711,206000,203900,0.447588,Active,non-default,FL,0,40171,12.3,0.67961165
28,96000,80,736,N,1080,2874,146000,146000,0.375783,Active,non-default,WI,0,47220,10.2,0.657534247
42,90000,100,615,Y,3515,7500,281500,279000,0.468667,Active,non-default,TX,0,41275,16.4,0.319715808
25,180000,100,671,N,1508,2403,133000,130000,0.627549,Active,non-default,FL,1,40171,12.3,1.353383459
25,109000,92,775,N,1905,5268,185000,185000,0.361617,Active,non-default,CA,0,49894,13.2,0.589189189
48,181800,90,508,Y,1416,2648,150000,149900,0.534743,Pay-off,non-default,FL,1,40171,12.3,1.212
52,83330,100,663,N,672,4000,71500,71200,0.168,Active,non-default,PA,1,44286,10.4,1.165454545
31,80000,100,798,N,1994,7762,228600,228600,0.256893,Active,non-default,OH,0,44160,10.8,0.349956255
28,157000,95,698,Y,889,2500,95000,95000,0.3556,Active,non-default,FL,1,40171,12.3,1.652631579
30,112500,90,662,Y,1812,4800,177000,176450,0.3775,Pay-off,non-default,CA,0,49894,13.2,0.63559322
45,156000,80,689,Y,1379,2427,190000,186000,0.568191,Pay-off,non-default,CA,0,49894,13.2,0.821052632
38,154900,100,687,N,0,5025,200000,187500,0,Active,non-default,PA,0,44286,10.4,0.7745
24,133000,95,597,N,1110,2472,90000,88900,0.449029,Pay-off,non-default,AZ,1,42590,13.8,1.477777778
37,180000,82,578,N,947,2911,80000,79900,0.325318,Active,non-default,TN,1,38550,14.9,2.25
21,82250,100,751,N,1918,5564,225000,225000,0.344716,Pay-off,non-default,LA,0,35523,17,0.365555556
48,190743,102,629,Y,2133,3528,146000,143460,0.604592,Active,non-default,TX,1,41275,16.4,1.306458904
30,215050,95,627,N,1753,4167,176000,175900,0.420686,Active,non-default,IL,1,45787,12.5,1.221875
50,140000,93,647,N,3334,6684,152000,142000,0.498803,Active,non-default,AR,0,33948,17.6,0.921052632
27,115900,86,671,N,3578,6956,158000,156500,0.514376,Pay-off,non-default,IL,0,45787,12.5,0.733544304
27,194900,100,767,Y,2589,6152,250000,249000,0.420839,Pay-off,non-default,TX,0,41275,16.4,0.7796
25,130000,100,637,N,2117,4750,134000,133500,0.445684,Pay-off,non-default,IL,0,45787,12.5,0.970149254
37,101850,80,660,N,4120,9062,226673,226673,0.454646,Active,non-default,PA,0,44286,10.4,0.449325681
21,122206,102,721,Y,1427,3827,178000,177000,0.372877,Active,non-default,CO,0,51022,9.8,0.686550562
23,88500,100,658,Y,1544,6251,145000,145000,0.247,Active,non-default,LA,0,35523,17,0.610344828
45,137000,100,706,N,1327,3378,70000,70000,0.392836,Active,non-default,OH,1,44160,10.8,1.957142857
38,110700,90,703,N,775,1981,47000,47000,0.391217,Active,non-default,PA,1,44286,10.4,2.355319149
33,147363,80,766,Y,1222,2961,130000,129900,0.412698,Pay-off,non-default,FL,1,40171,12.3,1.133561538
32,115900,95,522,N,2394,5707,206000,203050,0.419485,Active,non-default,GA,0,43217,12,0.562621359
37,108322,100,639,N,2792,7800,295500,295000,0.357949,Pay-off,non-default,CA,0,49894,13.2,0.366571912
28,161776,97,652,N,827,2800,155000,115336,0.295357,Active,non-default,PA,1,44286,10.4,1.043716129
22,165000,100,776,Y,1546,4569,132000,132000,0.338367,Active,non-default,OH,1,44160,10.8,1.25
34,284000,80,771,Y,1175,4055,152000,151900,0.289766,Active,non-default,CT,1,55970,8.8,1.868421053
30,264000,100,586,Y,747,3046,85000,76500,0.24524,Pay-off,non-default,IN,1,43003,10.2,3.105882353
35,178500,97,759,N,1396,5036,130000,125000,0.277204,Active,non-default,WI,1,47220,10.2,1.373076923
32,44000,100,761,N,2171,6586,193000,192529,0.329639,Pay-off,non-default,SC,0,39326,14,0.227979275
52,43500,100,737,N,1930,7566,182000,178900,0.255089,Active,non-default,IN,0,43003,10.2,0.239010989
37,275900,80,597,Y,1677,3033,160000,160000,0.552918,Active,non-default,FL,1,40171,12.3,1.724375
33,227343,90,700,N,1451,3047,90001,90001,0.476206,Active,non-default,MO,1,43988,10.9,2.526005267
24,249690,102,753,N,1021,2773,104000,103500,0.368193,Active,non-default,NV,1,46984,10.2,2.400865385
54,115000,100,683,N,2563,6153,125000,124900,0.416545,Pay-off,non-default,NY,0,44228,14.4,0.92
25,263398,100,771,N,1141,3800,150000,145000,0.300263,Pay-off,non-default,AZ,1,42590,13.8,1.755986667
34,230000,80,778,N,1262,2500,145000,144000,0.5048,Active,non-default,KY,1,37396,15.4,1.586206897
37,184500,100,742,Y,1977,2928,131000,131000,0.675205,Active,non-default,TX,1,41275,16.4,1.408396947
25,140600,95,629,Y,1466,3800,152500,152500,0.385789,Pay-off,non-default,FL,0,40171,12.3,0.921967213
33,196150,99,683,N,1479,4029,77000,77000,0.367089,Pay-off,non-default,OH,1,44160,10.8,2.547402597
25,294500,94,785,N,1147,4626,150000,149900,0.247946,Pay-off,non-default,MD,1,56763,8.6,1.963333333
44,130000,100,683,N,2374,4943,150000,150000,0.480275,Active,non-default,GA,0,43217,12,0.866666667
41,140700,100,690,Y,1887,4550,161095,161095,0.414725,Pay-off,non-default,MN,0,55914,7,0.873397685
37,168000,80,639,N,2945,8573,185000,184356,0.34352,Active,non-default,FL,0,40171,12.3,0.908108108
